type,subtype,updated_type,updated_subtype,updated_subsubtype,binned_latitude,binned_longitude,alert_count
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.9,-87.7,5
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.98,-87.78,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.78,-87.76,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.78,-87.57,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.79,-87.64,5
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,41.98,-87.66,5
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.74,-87.67,5
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.83,-87.72,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.91,-87.75,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.91,-87.68,5
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.78,-87.67,5
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.78,-87.64,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.96,-87.64,5
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.95,-87.79,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.8,-87.62,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.81,-87.64,5
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.84,-87.62,5
HAZARD,Unclassified,Hazard,Unclassified,Unclassified,42.01,-87.82,5
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.93,-87.8,5
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.75,-87.63,5
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.71,-87.6,5
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.73,-87.63,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.78,-87.64,5
HAZARD,HAZARD_ON_ROAD_ICE,Hazard,On_road,Ice,41.98,-87.83,5
HAZARD,HAZARD_ON_ROAD_ICE,Hazard,On_road,Ice,41.98,-87.79,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.91,-87.62,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.96,-87.89,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.95,-87.9,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.95,-87.82,5
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.73,-87.67,5
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.75,-87.62,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.74,-87.65,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.76,-87.7,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.69,-87.71,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.69,-87.64,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.69,-87.61,5
JAM,Unclassified,Jam,Unclassified,Unclassified,42.02,-87.81,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.86,-87.7,5
JAM,JAM_STAND_STILL_TRAFFIC,Jam,Stand_still_traffic,Unclassified,41.89,-87.6,5
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.95,-87.65,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.78,-87.72,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.77,-87.67,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.9,-87.74,5
ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,Road_closed,Construction,Unclassified,41.96,-87.69,5
ROAD_CLOSED,ROAD_CLOSED_CONSTRUCTION,Road_closed,Construction,Unclassified,41.97,-87.73,5
ROAD_CLOSED,ROAD_CLOSED_EVENT,Road_closed,Event,Unclassified,41.66,-87.59,5
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.78,-87.66,5
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.78,-87.75,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.71,-87.57,5
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.87,-87.75,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.72,-87.6,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.72,-87.64,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.72,-87.63,5
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.97,-87.69,5
ACCIDENT,ACCIDENT_MAJOR,Accident,Major,Unclassified,41.97,-87.65,5
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.88,-87.74,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.86,-87.71,5
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.81,-87.76,5
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.74,-87.58,5
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.77,-87.6,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.77,-87.66,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.77,-87.64,5
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.71,-87.63,5
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.86,-87.68,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.86,-87.72,5
JAM,Unclassified,Jam,Unclassified,Unclassified,41.99,-87.84,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.65,-87.56,5
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.89,-87.76,5
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.89,-87.68,5
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.9,-87.76,5
HAZARD,HAZARD_WEATHER_FLOOD,Hazard,Weather,Flood,41.66,-87.62,5
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.82,-87.62,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.81,-87.72,5
HAZARD,HAZARD_ON_ROAD,Hazard,On_road,Unclassified,42.0,-87.8,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.82,-87.69,5
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.75,-87.63,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.84,-87.73,5
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.66,-87.58,5
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.66,-87.56,5
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.92,-87.79,5
HAZARD,HAZARD_ON_ROAD_OBJECT,Hazard,On_road,Object,41.92,-87.72,5
HAZARD,HAZARD_ON_ROAD_ICE,Hazard,On_road,Ice,41.82,-87.7,5
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.67,-87.6,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.76,-87.71,5
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.68,-87.71,5
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.74,-87.62,5
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,42.01,-87.71,5
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.92,-87.68,5
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.71,-87.62,5
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.74,-87.7,5
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.81,-87.65,5
HAZARD,HAZARD_ON_ROAD_POT_HOLE,Hazard,On_road,Pot_hole,41.81,-87.61,5
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.76,-87.63,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.84,-87.64,5
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.96,-87.64,5
HAZARD,HAZARD_ON_ROAD_EMERGENCY_VEHICLE,Hazard,On_road,Emergency_vehicle,41.97,-87.83,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.76,-87.56,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.77,-87.8,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.85,-87.74,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.82,-87.66,5
JAM,JAM_MODERATE_TRAFFIC,Jam,Moderate_traffic,Unclassified,41.78,-87.74,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.82,-87.62,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.82,-87.61,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.81,-87.69,5
ACCIDENT,Unclassified,Accident,Unclassified,Unclassified,41.81,-87.64,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.74,-87.6,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.75,-87.64,5
HAZARD,HAZARD_ON_SHOULDER_CAR_STOPPED,Hazard,On_shoulder,Car_stopped,41.76,-87.69,5
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.74,-87.67,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.76,-87.57,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.76,-87.56,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.77,-87.8,5
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.78,-87.73,5
ACCIDENT,ACCIDENT_MINOR,Accident,Minor,Unclassified,41.75,-87.62,5
HAZARD,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Hazard,On_road,Traffic_light_fault,41.93,-87.63,5
HAZARD,HAZARD_ON_ROAD_LANE_CLOSED,Hazard,On_road,Lane_closed,41.91,-87.69,5
HAZARD,HAZARD_WEATHER,Hazard,Weather,Unclassified,41.99,-87.68,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.77,-87.71,5
JAM,JAM_HEAVY_TRAFFIC,Jam,Heavy_traffic,Unclassified,41.77,-87.65,5
HAZARD,HAZARD_ON_ROAD_CONSTRUCTION,Hazard,On_road,Construction,41.71,-87.58,5
